StudentID,StudentName,Descr,Subject,Pat,Mtg Start,Mtg End
fac9de6,Edward Navarro,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
fac9de6,Edward Navarro,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
fac9de6,Edward Navarro,ENGINEERING INNOVATION,EGR,MF,10:05:00 AM,11:20:00 AM
fac9de6,Edward Navarro,ENGINEERING INNOVATION,EGR,W,10:05:00 AM,11:20:00 AM
fac9de6,Edward Navarro,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
fac9de6,Edward Navarro,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
fac9de6,Edward Navarro,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
7d8a6c1,Rebecca Thomas,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
7d8a6c1,Rebecca Thomas,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
7d8a6c1,Rebecca Thomas,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
7d8a6c1,Rebecca Thomas,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
7d8a6c1,Rebecca Thomas,MATRICES AND VECTORS,MATH,WF,8:30:00 AM,9:45:00 AM
7d8a6c1,Rebecca Thomas,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
7d8a6c1,Rebecca Thomas,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
7d8a6c1,Rebecca Thomas,INTRO TO SIGNALS AND SYSTEMS,ECE,T,4:40:00 PM,7:30:00 PM
07b6491,Cory Jordan,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
07b6491,Cory Jordan,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
07b6491,Cory Jordan,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
07b6491,Cory Jordan,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
07b6491,Cory Jordan,DATABASE SYSTEMS,COMPSCI,TH,10:05:00 AM,11:20:00 AM
07b6491,Cory Jordan,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
07b6491,Cory Jordan,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
07b6491,Cory Jordan,REAL ANALYSIS I,MATH,TH,11:45:00 AM,1:00:00 PM
07b6491,Cory Jordan,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,1:25:00 PM,4:15:00 PM
07b6491,Cory Jordan,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
2927f46,April Rivers,ACADEMIC WRITING,WRITING,MW,11:45:00 AM,1:00:00 PM
2927f46,April Rivers,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
2927f46,April Rivers,DATABASE SYSTEMS,COMPSCI,TH,11:45:00 AM,1:00:00 PM
2927f46,April Rivers,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
2927f46,April Rivers,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
2927f46,April Rivers,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,1:25:00 PM,4:15:00 PM
2ca2bf0,Frederick Morales,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
2ca2bf0,Frederick Morales,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
2ca2bf0,Frederick Morales,RESEARCH PROJECTS IN EGR,EGR,,,
2ca2bf0,Frederick Morales,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
2ca2bf0,Frederick Morales,DATABASE SYSTEMS,COMPSCI,TH,3:05:00 PM,4:20:00 PM
2ca2bf0,Frederick Morales,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
2ca2bf0,Frederick Morales,INTRO TO SIGNALS AND SYSTEMS,ECE,F,8:30:00 AM,11:20:00 AM
2ca2bf0,Frederick Morales,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
2ca2bf0,Frederick Morales,INTRODUCTORY MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
fb42748,Jenna Cook,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
fb42748,Jenna Cook,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
fb42748,Jenna Cook,ACADEMIC WRITING,WRITING,MW,3:05:00 PM,4:20:00 PM
fb42748,Jenna Cook,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
fb42748,Jenna Cook,AIDS/EMERGING DISEASES,BIOLOGY,TH,12:00:00 PM,2:30:00 PM
fb42748,Jenna Cook,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
fb42748,Jenna Cook,INTRODUCTORY MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
bd1f2ce,Cody Mccarty,CHAMBER MUSIC,MUSIC,TTH,7:30:00 PM,9:30:00 PM
bd1f2ce,Cody Mccarty,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
bd1f2ce,Cody Mccarty,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
bd1f2ce,Cody Mccarty,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
bd1f2ce,Cody Mccarty,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
bd1f2ce,Cody Mccarty,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
bd1f2ce,Cody Mccarty,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
bd1f2ce,Cody Mccarty,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
bd1f2ce,Cody Mccarty,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
bd1f2ce,Cody Mccarty,INTRO TO SIGNALS AND SYSTEMS,ECE,T,3:05:00 PM,5:55:00 PM
346eb13,Calvin Good,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
346eb13,Calvin Good,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
346eb13,Calvin Good,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
346eb13,Calvin Good,MATRICES AND VECTORS,MATH,WF,8:30:00 AM,9:45:00 AM
346eb13,Calvin Good,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
346eb13,Calvin Good,FUND OF ELEC AND COMP ENGR,ECE,F,3:05:00 PM,4:20:00 PM
346eb13,Calvin Good,INTRO TO SIGNALS AND SYSTEMS,ECE,F,11:45:00 AM,2:35:00 PM
346eb13,Calvin Good,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
74b69d2,Madison Bryant,ORGANIC CHEMISTRY II,CHEM,TTH,11:45:00 AM,1:00:00 PM
74b69d2,Madison Bryant,ORGANIC CHEMISTRY LAB,CHEM,TH,1:25:00 PM,4:25:00 PM
74b69d2,Madison Bryant,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
74b69d2,Madison Bryant,INTRODUCTORY MECHANICS,PHYSICS,M,3:45:00 PM,5:45:00 PM
74b69d2,Madison Bryant,ACADEMIC WRITING,WRITING,WF,11:45:00 AM,1:00:00 PM
74b69d2,Madison Bryant,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
74b69d2,Madison Bryant,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
74b69d2,Madison Bryant,AIDS/EMERGING DISEASES,BIOLOGY,W,3:20:00 PM,5:50:00 PM
74b69d2,Madison Bryant,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
74b69d2,Madison Bryant,ORGANIC CHEMISTRY II,CHEM,M,1:40:00 PM,2:30:00 PM
284e37f,Lisa Smith,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
284e37f,Lisa Smith,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
284e37f,Lisa Smith,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
284e37f,Lisa Smith,LGBTQ/QUEER CINEMA,CINE,M,4:40:00 PM,7:10:00 PM
284e37f,Lisa Smith,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
284e37f,Lisa Smith,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
284e37f,Lisa Smith,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
284e37f,Lisa Smith,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
284e37f,Lisa Smith,REAL ANALYSIS I,MATH,TH,11:45:00 AM,1:00:00 PM
c320a2e,Greg Stevens,SYMPHONY ORCHESTRA,MUSIC,,,
c320a2e,Greg Stevens,HOW MUSICALS WORK,THEATRST,TTH,11:45:00 AM,1:00:00 PM
c320a2e,Greg Stevens,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
c320a2e,Greg Stevens,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
c320a2e,Greg Stevens,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
c320a2e,Greg Stevens,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
c320a2e,Greg Stevens,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
c320a2e,Greg Stevens,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
c320a2e,Greg Stevens,ADVANCED INTRO PROBABILITY,MATH,TH,8:30:00 AM,9:45:00 AM
4f20c5a,Deanna Wade,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
4f20c5a,Deanna Wade,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
4f20c5a,Deanna Wade,INTRODUCTORY MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
4f20c5a,Deanna Wade,ENGINEERING INNOVATION,EGR,MF,10:05:00 AM,11:20:00 AM
4f20c5a,Deanna Wade,ENGINEERING INNOVATION,EGR,W,10:05:00 AM,11:20:00 AM
4f20c5a,Deanna Wade,FINANCIAL ACCOUNTING,ECON,MWF,11:45:00 AM,1:00:00 PM
4f20c5a,Deanna Wade,FINANCIAL ACCOUNTING,ECON,F,3:20:00 PM,4:10:00 PM
4f20c5a,Deanna Wade,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
4f20c5a,Deanna Wade,MATRICES AND VECTORS,MATH,TTH,8:30:00 AM,9:45:00 AM
4f20c5a,Deanna Wade,INTRO TO SIGNALS AND SYSTEMS,ECE,T,10:05:00 AM,12:55:00 PM
015f41c,Savannah Mccann,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
015f41c,Savannah Mccann,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
015f41c,Savannah Mccann,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
015f41c,Savannah Mccann,ACADEMIC WRITING,WRITING,WF,3:05:00 PM,4:20:00 PM
015f41c,Savannah Mccann,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
015f41c,Savannah Mccann,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
015f41c,Savannah Mccann,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
0a750cf,Gary Foster,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
0a750cf,Gary Foster,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
0a750cf,Gary Foster,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
0a750cf,Gary Foster,RESEARCH PROJECTS IN EGR,EGR,,,
0a750cf,Gary Foster,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
0a750cf,Gary Foster,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,1:25:00 PM,4:15:00 PM
0a750cf,Gary Foster,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
0a750cf,Gary Foster,INTRODUCTORY MECHANICS,PHYSICS,M,1:30:00 PM,3:30:00 PM
73254f4,James Adkins,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
73254f4,James Adkins,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
73254f4,James Adkins,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
73254f4,James Adkins,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
73254f4,James Adkins,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
73254f4,James Adkins,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
73254f4,James Adkins,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
73254f4,James Adkins,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
a5ef8df,Tina Gilbert,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
a5ef8df,Tina Gilbert,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
a5ef8df,Tina Gilbert,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
a5ef8df,Tina Gilbert,ACADEMIC WRITING,WRITING,TTH,4:40:00 PM,5:55:00 PM
a5ef8df,Tina Gilbert,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
a5ef8df,Tina Gilbert,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
a5ef8df,Tina Gilbert,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
a5ef8df,Tina Gilbert,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
a5ef8df,Tina Gilbert,REAL ANALYSIS I,MATH,TH,3:05:00 PM,4:20:00 PM
a5ef8df,Tina Gilbert,ENGINEERING THE PLANET,CEE,,,
052ba33,Corey George,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
052ba33,Corey George,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
052ba33,Corey George,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
052ba33,Corey George,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
052ba33,Corey George,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
052ba33,Corey George,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
052ba33,Corey George,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
052ba33,Corey George,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
052ba33,Corey George,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
052ba33,Corey George,REAL ANALYSIS I,MATH,TH,3:05:00 PM,4:20:00 PM
a0c77da,Veronica Sloan,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
a0c77da,Veronica Sloan,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
a0c77da,Veronica Sloan,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
a0c77da,Veronica Sloan,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
a0c77da,Veronica Sloan,DATABASE SYSTEMS,COMPSCI,TH,3:05:00 PM,4:20:00 PM
a0c77da,Veronica Sloan,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
a0c77da,Veronica Sloan,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
a0c77da,Veronica Sloan,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
a0c77da,Veronica Sloan,INTRO TO SIGNALS AND SYSTEMS,ECE,F,11:45:00 AM,2:35:00 PM
2895325,Cheryl Herman,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
2895325,Cheryl Herman,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
2895325,Cheryl Herman,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
2895325,Cheryl Herman,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
2895325,Cheryl Herman,DATABASE SYSTEMS,COMPSCI,TH,11:45:00 AM,1:00:00 PM
2895325,Cheryl Herman,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
2895325,Cheryl Herman,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
2895325,Cheryl Herman,MATRICES AND VECTORS,MATH,TTH,8:30:00 AM,9:45:00 AM
d72f2ba,Stuart Huber,CLINICAL PSYCH & MENTAL HEALTH,PSY,TTH,11:45:00 AM,1:00:00 PM
d72f2ba,Stuart Huber,CLINICAL PSYCH & MENTAL HEALTH,PSY,W,1:40:00 PM,2:30:00 PM
d72f2ba,Stuart Huber,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
d72f2ba,Stuart Huber,AIDS/EMERGING DISEASES,BIOLOGY,T,3:20:00 PM,5:50:00 PM
d72f2ba,Stuart Huber,REAL ANALYSIS I,MATH,MW,3:20:00 PM,4:10:00 PM
d72f2ba,Stuart Huber,REAL ANALYSIS I,MATH,T,1:25:00 PM,2:40:00 PM
d72f2ba,Stuart Huber,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
d72f2ba,Stuart Huber,FIRST-YEAR SEMINAR (TOP),MATH,TTH,8:30:00 AM,9:45:00 AM
094216d,Bobby Ray,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
094216d,Bobby Ray,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
094216d,Bobby Ray,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
094216d,Bobby Ray,ACADEMIC WRITING,WRITING,TTH,8:30:00 AM,9:45:00 AM
094216d,Bobby Ray,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
094216d,Bobby Ray,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
094216d,Bobby Ray,REAL ANALYSIS I,MATH,TH,3:05:00 PM,4:20:00 PM
094216d,Bobby Ray,WHAT NOW?,ETHICS,W,6:15:00 PM,7:30:00 PM
094216d,Bobby Ray,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
094216d,Bobby Ray,INTRO TO SIGNALS AND SYSTEMS,ECE,F,8:30:00 AM,11:20:00 AM
719709b,Ashley Nelson,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
719709b,Ashley Nelson,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
719709b,Ashley Nelson,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
719709b,Ashley Nelson,ENGINEERING INNOVATION,EGR,MF,10:05:00 AM,11:20:00 AM
719709b,Ashley Nelson,ENGINEERING INNOVATION,EGR,W,10:05:00 AM,11:20:00 AM
719709b,Ashley Nelson,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
719709b,Ashley Nelson,ADV TOPICS IN DEEP LEARNING,ECE,MW,1:25:00 PM,2:40:00 PM
719709b,Ashley Nelson,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,11:45:00 AM,2:35:00 PM
471e453,Molly Meza,DYNAMICS,EGR,MF,11:45:00 AM,1:00:00 PM
471e453,Molly Meza,DYNAMICS,EGR,W,3:05:00 PM,4:20:00 PM
471e453,Molly Meza,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
471e453,Molly Meza,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
471e453,Molly Meza,HST ANCIENT PHILOSOPHY,PHIL,TTH,1:25:00 PM,2:40:00 PM
471e453,Molly Meza,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
471e453,Molly Meza,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
7b21325,Ruth Robinson,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
7b21325,Ruth Robinson,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
7b21325,Ruth Robinson,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
7b21325,Ruth Robinson,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
7b21325,Ruth Robinson,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
7b21325,Ruth Robinson,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
7b21325,Ruth Robinson,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
7b21325,Ruth Robinson,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
7b21325,Ruth Robinson,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
7b21325,Ruth Robinson,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
f86df8f,Jerry Baker,KNOWLEDGE AND CERTAINTY,PHIL,TTH,4:40:00 PM,5:55:00 PM
f86df8f,Jerry Baker,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
f86df8f,Jerry Baker,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
f86df8f,Jerry Baker,DISCRETE MATH FOR COMPSCI,COMPSCI,TTH,3:05:00 PM,4:20:00 PM
f86df8f,Jerry Baker,DISCRETE MATH FOR COMPSCI,COMPSCI,F,3:05:00 PM,4:20:00 PM
f86df8f,Jerry Baker,MULTIVARIABLE CALCULUS,MATH,WF,10:05:00 AM,11:20:00 AM
ef8ff81,Francisco Juarez,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
ef8ff81,Francisco Juarez,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
ef8ff81,Francisco Juarez,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
ef8ff81,Francisco Juarez,ACADEMIC WRITING,WRITING,MW,3:05:00 PM,4:20:00 PM
ef8ff81,Francisco Juarez,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
ef8ff81,Francisco Juarez,ECONOMIC PRINCIPLES,ECON,MWF,1:25:00 PM,2:40:00 PM
ef8ff81,Francisco Juarez,ECONOMIC PRINCIPLES,ECON,T,12:00:00 PM,12:50:00 PM
ef8ff81,Francisco Juarez,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
ef8ff81,Francisco Juarez,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
ef8ff81,Francisco Juarez,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
36d204f,Jermaine Carpenter,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
36d204f,Jermaine Carpenter,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
36d204f,Jermaine Carpenter,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
36d204f,Jermaine Carpenter,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
36d204f,Jermaine Carpenter,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
36d204f,Jermaine Carpenter,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
36d204f,Jermaine Carpenter,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
36d204f,Jermaine Carpenter,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
36d204f,Jermaine Carpenter,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
a71ecea,Cameron Gordon,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
a71ecea,Cameron Gordon,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
a71ecea,Cameron Gordon,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
a71ecea,Cameron Gordon,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
a71ecea,Cameron Gordon,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
a71ecea,Cameron Gordon,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
a71ecea,Cameron Gordon,WHAT NOW?,ETHICS,TH,4:40:00 PM,5:55:00 PM
a71ecea,Cameron Gordon,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
130aecd,Laura Howe,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
130aecd,Laura Howe,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
130aecd,Laura Howe,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
130aecd,Laura Howe,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
130aecd,Laura Howe,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
130aecd,Laura Howe,RESEARCH PROJECTS IN EGR,EGR,,,
130aecd,Laura Howe,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
130aecd,Laura Howe,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
130aecd,Laura Howe,ENGINEERING THE PLANET,CEE,,,
130aecd,Laura Howe,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
c8d90db,Valerie White,ACADEMIC WRITING,WRITING,MW,11:45:00 AM,1:00:00 PM
c8d90db,Valerie White,DYNAMICS,EGR,TTH,1:25:00 PM,2:40:00 PM
c8d90db,Valerie White,DYNAMICS,EGR,F,3:05:00 PM,4:20:00 PM
